Rating,Title,Review
5,Awesome,"eally nice n useful..m very happy with the purchase i got it for 11200. after xchange.. n it is so easy to operate.. it has very user friendly options ... water level adjustment etc... very less noise (almost nil)Avoid placing on trolleyMy earlier purchase was ifb .. it was very costly n complex with stabilizer, stupid lock system  etc.MY SUGGESTION TO EVERYONE IS .. AS FAR AS FULLY AUTOMATIC MACHINES R CONCERNED GO FOR THE SIMPLEST N PRIMITIVE DESIGN (Top Load) N DONT SPEND UNNECESSARI..."
5,Terrific purchase,great relief in the lockdown period.
4,Nice product,Great product thanks to flipkart
4,Wonderful,"n this  price range it's the best you can get.look wise it's superb and have most of the functionalities that a automatic washing machine should posses.Addition to that , flipkart exchange offer was too good and exchange price for old machine makes its over all price way cheaper.Its been 1 year now since  we are using this product still no complaint and issue."
5,Terrific,Good one for very low price 👍
5,Mind-blowing purchase,Nice one
5,Wonderful,"verything is fine with this product. I am using it almost from a month and it is very good. Blankets also cleaned very well. Use some good detergent that's it. Monsoon option is very good for this season, but be careful don't use monsoon spin option for delicate clothes."
5,Just wow!,Nice product
3,Fair,Very good built quality... Fast delivery but don't expect demo and it's not required as I did self installation. Overall good service from Flipkart but not from Samsung.
5,Terrific,Super washing
5,Awesome,Best full atomic washing machine in this price point.thanks to flipkart and samsung
4,Delightful,"Best for daily cloths, not so for heavy dirty cloths, at this price good selection."
5,Fabulous!,The person who deliver product is very good & also cordinate & his behaviour towards the people at village is very good . Thank you flipkart for amazing product.
5,Fabulous!,"Very good product, I am very happy with the delivery service, actually I received before the delivery date, the persons who give demo,was very knowledgeable and informative, Than you Flipkart and team"
5,Just wow!,nice good product
5,Excellent,Very good t
5,Simply awesome,Very Nice Product
3,Decent product,Nice product.working good performance. Value of money but this product not delever to home. delevery service is very bad.this delevery boy cal to me some other place to pickup the product.
5,Terrific purchase,Working fine. Performance is good. Only need to improve the build material quality.
4,Good quality product,worth of money
5,Just wow!,Superb
5,Great product,k
5,Worth every penny,"asy way , Fully Automatica, design and performance is very good value of money... The product is very good"
5,Classy product,Low budget it's for good
5,Must buy!,Yo
4,Wonderful,Nice & good working
5,Mind-blowing purchase,Worth to purchase 😊
5,Terrific,I have gifted to my mom she is very happy with the product.
5,Best in the market!,Bought for 11100 rs & it's fantastic
5,Mind-blowing purchase,"It is a nice and silent washing machine. It cleans even the white clothes very well. Baught it for 13k. When I put for exchange with old machine the sale boy told that the machine should be in proper working condition, there shoud be no rust unde it. So the people who are planning to exchange please note that."
5,Excellent,Value for money. Good performance. Suggest to prefer this product for small families.
5,Great product,Gentle on clothes. Washes very softly and hence clothes last long. Saw this at a friend's place and bought the same. Best budget buy from a tier 1 brand.
5,Mind-blowing purchase,Great
5,Great product,"ecently I have purchased this product. Right from delivery, Installation and performance of the product I would say this is very valuable product for the money spent."
5,Simply awesome,Very nice
5,Highly recommended,Super
4,Good choice,achine performance is very well in terms of sound and cleaning and power consumption.But there is a point to be rectified and outlet pipe should be more length.
5,Excellent,Using the product for last two weeks...so far good experience
5,Awesome,"elivery was awesome by Flipkart - thanx team. Installation was pretty basic going thru the model,buttons,warranty - thank u. Hose provided is short so can’t connect to water inlet yet and we have to get that done b4 use. Overall the machine looks awesome so I hope it works awesome too. I’m very familiar with Samsung washing machines cos I’ve been using them for over 10years. So I’m sure this will be great too. Should it not work properly, I’ll definitely update review.Update - been using th..."
4,Good choice,Working is good but demo prasan is so late
5,Awesome,I liked the performance and design
5,Simply awesome,Value for the money..super fast delivery..great service engineer...I m using it since last 8 days and it's working really fine and with minimal noise..will recommend it strongly
5,Wonderful,Nice product...Nice deal..Thanks flipkart
4,Nice product,Better than others listed in this price range.
5,Terrific purchase,wesome product Thankyou flipkart
5,Classy product,xellent performance
5,Super!,Very nice product thank u flipkart
1,Worthless,Take long time compare to see on machine
5,Terrific,xcellent value for the moneyGo for it
4,Good choice,Good
5,Just wow!,xcellent washing machine. Thanks
5,Mind-blowing purchase,Good oneo
4,Good choice,"Good,"
5,Terrific,Good product veer nice 👍👍👍👍😍😍😍😍😍😍😍
5,Brilliant,The product is really good. Its been only 2 weeks we had purchased this washing machine... Hope it will give a good life
1,Waste of money!,"Worrest product, it's not worth for the amount"
5,Brilliant,It is really amazing product it is good for 2 to 3 members value for money
4,Pretty good,Best for small family
4,Very Good,Very good quality product and service as well
5,Terrific purchase,"Simply go for it, Worth for money and I got it for 11749/-"
5,Mind-blowing purchase,experiance was so excellent and also service was good.parcel reached before 4 days from scheduled date without damage and the component had  perfect contents.Thanks to flipkart and samsung...!
4,Good quality product,Value for money
4,Good quality product,Good product.......mesh is not there Use carefully  with rodents and clean the drums with branded detergents......
5,Awesome,worth a Price & happy with performance
5,Awesome,Good
5,Wonderful,The machine is absolutely awesome with absolutely no sound  when it works...the design is beautiful ..washes clothes and heavy blankets easily. Filters are easy to clean after every wash...it's a value for money and suitable for family of four...Its a must recommend if looking for cheap affordable sleek design washing machine...can comment on durability and functioning as still its a new piece with time and usage it's worthyness will be proved..hope samsung stands upto it's name..and this was...
4,Wonderful,product is good and functioning is also dimple to understand.
5,Worth every penny,k
5,Just wow!,It will occupy less space in the house and it is very easy to understand the operation for our parents also. Very good product.. Worth buying it..
1,Worst experience ever!,No installation done. Worst experience about installation.
5,Highly recommended,"Ultimate washing of clothes, best in price range. I got it in RS-10899 with HDFC offer."
5,Brilliant,Working well. Great relief.
3,Good,fter purchase of one month product got repaired
4,Wonderful,Good product with excellent mechanism
5,Simply awesome,Nice
5,Mind-blowing purchase,Good product.worth for money
5,Terrific,Good working nice no noise
1,Absolute rubbish!,Samsung send a person for fitting and he came home but not fitted it. Only open the box and return.
5,Highly recommended,xcellent ....love it
5,Brilliant,Fine
5,Perfect product!,"Work Good, low noice, easy to operate, look and body design Good. Overall 9/10"
5,Perfect product!,super dzng and wonder ful performance fully automatic
4,Good quality product,I like it
5,Worth every penny,Very best product
5,Just wow!,wesome
5,Brilliant,Next time
5,Awesome,eally a good one in budget.Very smooth performance and looking decent..Go for it guys
4,Good choice,"good design, nice colour,, clean cloth in 40 min"
5,Best in the market!,Good product
5,Mind-blowing purchase,"Hello actually used for three times only working fine functions are okay ,6.2 kg is good enough to wash 5 t-shirt 5 Jean's and 10 shirts at one time,you have to buy specific tap and atleast 3 mtr water pipe extra when installing has to be done it will be told to you by installing guy, within two days after receiving everything done."
5,Wonderful,verdone in this range
3,Fair,"Good, but not fulfilled expectations"
4,Nice product,Good  product
4,Nice product,Good
4,Value-for-money,Samsung the brand name is enough to trust.I'm delighted to its performance.
5,Awesome,"It is very nice ,I received this product with in 2days,it's work very nice and smooth, Tq flipcart."
5,Excellent,Samsung designed perfect for small family washing machine.I got in only 10300rs.best in price...Installation and demo person is not as experienced.
5,Great product,Nice product
5,Best in the market!,Just awesome in terms of every aspect.
4,Very Good,Fulfilled 85% of my satisfaction.Good performance 👍
4,Value-for-money,I loved the product but the only drawback is it's taking more time than expected to finish the wash I don't know whether it's water pressure issue.
5,Fabulous!,writing this after using it for 6 days..Its functions best.. looks beautiful..It has All what I wanted in my washing machine
5,Best in the market!,"Value for money awesome product by samsung, very good looking washing machine and features are too good."
5,Highly recommended,Value more money ...Nice product
5,Brilliant,"extremely happy about the service, thy were friendly and patience to explain aged ppl...(80yr)...product also very simple for operate....enf for couple.."
5,Classy product,Noiseless and value for money
4,Delightful,Great work and value for money.
5,Worth every penny,ryer is realy good..
5,Great product,Nice product thanks Flipkart
5,Simply awesome,I lover the product. It's really worth it. I haven't used it for the first time but i liked the demo and the productBut I got installation after 9 days so it was really frustrating and hated the Samsung customer care services. Had a really disappointing experience with them
2,Expected a better product,fter one-year timer not working properly.
5,Just wow!,This washing machine is designed perfectly. Can wash 15-17 clothes at a time. Good for the small families (3-4person). Monsoon function is added advantage.  Can dry clothes till 95%. Do not make any noise while washing cycle. Got this at 11500 which very good deal. Without any doubt go for it.
3,Nice,Good
5,Best in the market!,Best purchase of washing machine ever
4,Worth the money,Good
5,Great product,Good
5,Excellent,Good
5,Must buy!,Premium model... Looks awsom
4,Value-for-money,very good product from samsung.
1,Worthless,We have received a product with a damage/dent on the machine
4,Nice product,Nice
5,Best in the market!,xcellent pvr
5,Simply awesome,Very good washing machine for the price
5,Super!,xcellent one
4,Good choice,Super product... Very easy method... And installation person is very good boy.....
5,Best in the market!,Good
5,Terrific purchase,Best
5,Worth every penny,Good
4,Very Good,Good for small family
4,Worth the money,Good product & performing good.
4,Good quality product,Superb
5,Best in the market!,So far everything is fine.
4,Value-for-money,Nice machine
5,Excellent,Superb....very nice
4,Wonderful,super
5,Highly recommended,"Very awesome, value of money."
5,Simply awesome,Superb washing machine....No words for this dynamic excellent machine...All feature are best and good....No minus point for this machine work...Thanks a lot samsung and Flipkart...Both of you like a Jai Veeru jodi....Buy buy buy...No worry....Big billion days....
5,Just wow!,Simply awesome washing machine in budget class !
5,Classy product,so fast and
1,Absolute rubbish!,Not money worthy
5,Just wow!,Looking good.. Amazing product.
4,Delightful,Service for Installation took almost a month from the date of Purchase. Rest is good.
5,Awesome,Nice
5,Terrific purchase,Gd product
5,Great product,Nice product 😎
4,Worth the money,Smooth Working and easy to use.
5,Excellent,good
5,Best in the market!,as per expection ....
3,Just okay,Practically very noicy  .... Also the company very much shows on diamond drum but y will not feel so in practica. Elsewhere it's good at this price point approx Rs. 11300/-.. with a non Chinese brand... Samsung brand support
5,Awesome,"I bought this at 11, 700 /- good performed"
5,Classy product,If you are looking for a washing machine for 3-4 persons definitely pick this one.Worth the price.
4,Nice product,It is fabulous product on this budget.
1,Hated it!,When power is off Machine get started from starting time
5,Fabulous!,Good one
4,Pretty good,Nice
4,Good choice,Nice product.. thank you flipkart
5,Simply awesome,Nice product... Washing Quality also good
5,Super!,It's been a year using this washing machine and works quite nice. Value for money.
5,Wonderful,nice machine
5,Worth every penny,"Very nice ,,,,I m hpy with this.Worth of money ✌️"
5,Great product,Good product
5,Mind-blowing purchase,Good
5,Terrific purchase,Good
5,Classy product,Nice
5,Classy product,Very nice product
5,Terrific,Superb
3,Just okay,ore time taking
5,Wonderful,Nice
5,Must buy!,I like this washing machine really nice product I thanks for flipkart
4,Worth the money,love this matchin
3,Does the job,Broken product received at first. Installation of second product took 15 days or more. The product still has design issues as the back panel is coming out or maybe is out of shape. Machine is working fine so far
5,Fabulous!,Stylish
4,Very Good,super
5,Fabulous!,Best washing machine.  Drying is up to the mark. Thank you samsung and Flipkart.
5,Classy product,Good
4,Value-for-money,Good
5,Super!,wesome Product with awesome dealThank you Flipkart :)
5,Just wow!,Good
4,Very Good,Good product.
5,Must buy!,Thanks flipkart..superawsome piece fastest delivery..value for money
3,Just okay,Not very much recommendable. Invest few more bucks and go for big size. Can't be used for washing blanket or double bed sheets. Good for only daily use cloths.
5,Highly recommended,It's really an awesome purchase.Have been using since last 2 months and fully happy with it.
4,Really Nice,Performance and efficiency of machine is upto the mark but design could have been better. Option to go for extra spin woul have been very helpful.
5,Terrific,xcellent
5,Wonderful,WOW ...What a product in such a low cost totaly worth it for a small family of 3. Thsnks samsung to brimg such a awesome product in such a low cost. Colour is a matter if you can bring this product in different colour range that would be grate.
4,Pretty good,"The machine was good,  but the people who come for fixing the machien, they behave very rudely to my family, and handle the machine carelessly."
5,Great product,Nothing can beat this product in this range!Undoubtedly go for it.
5,Awesome,Good product
3,Decent product,Got the machine delivered.Waiting for installation n demo from the technician. Pls do arrange soon.. thank you for the swift delivery.. But request you to arrange the demo soon.
5,Simply awesome,Nice Product easy to use
4,Good choice,Upto the mark. Just go for it.
4,Good choice,Super working wrll
5,Excellent,Using it for the past 2 weeks my first washing machine ...I cant compare it as it is my first one.. I am liking it ...It is doing good job till now..Satisfied by the washing quality..it looks good ...very quiet...simple to operate ...One small complaint is I wish I have the option to mute notification sounds ...I dont want my owners know when I am washing :) ..
5,Worth every penny,Nice tq Flipkart
3,Good,"oesn't wash clothes properly, better not to buy"
5,Must buy!,Good product for samsung and very good woshing machine
5,Just wow!,very beautifully desighned and good performance plus samsung brand makes it worth buying
1,Worthless,The installation engineer was worst in behavior very indecent
5,Worth every penny,xcellent
5,Awesome,It's my first washing machine.And I loved it.it works fantastic.i was reviewing after 10 days..Also value for money.Go for it
4,Really Nice,Happy with this washer.
5,Super!,Nice I'm very happy thanks filpkard ❤️❤️😘😘😘
5,Mind-blowing purchase,Very nyc product..go for it
4,Very Good,Nice product.
5,Excellent,xcellent product
5,Must buy!,"xcellent product, really happy with. Company agent contacted next day after the proxxuct delivered. And they installed it. Product works excellent."
4,Good quality product,k
5,Mind-blowing purchase,The product is very good
5,Terrific,Very good
5,Perfect product!! Thanks Flipkart!,Good Product. Perfect for a family of four. Full marks to Samsung and Flipkart.
5,Super!,really awesome product. Recieved call from Samsung after the delivery and scheduled service technician demo. very much satisfied with Samsung. more over washing machine is budget friendly. I strongly recommend this washing machine to everyone.
5,Great product,great design
5,Best in the market!,Good quality and quick delivery.....Nice everyone......
5,Wonderful,Nice product from Samsung
5,Terrific purchase,Great machine for its price! If you can spend more go for LG Inverter.
3,Fair,Seems to be good enough till the first week of purchase. Will update post some time
5,Wonderful,Super one
5,Just wow!,wesome product...
5,Terrific purchase,The product is awesome. Flipkart is really good at providing service compared to other websites.
5,Classy product,Nice
4,Very Good,Nice product for a small family upto 4px.
5,Great product,So far so good...
