add_feat,body_feat,conv_feat,dimensions,gen_spec,highlights,no_ratings,prod_desc,product_name,product_price,product_rating,wash_mod,brand
,"Convenience Features,Digital Display,Yes","Dimensions,Width,58 cm,Height,96.8 cm,Depth,59.6 cm,Weight,42 kg",,"General,In The Box,1 Washing Machine,Brand,Bosch,Model Name,WOA106X0IN,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,10 kg,Washing Method,Pulsator Wash,Maximum Spin Speed,720 rpm,In-built Heater,No,Color,Silver,Shade,Silver Inox,Installation & Demo,Installation & Demo,Explain all the functionality of the product,Usage of the product,The authorized service engineer will be providing detailed demo that includes,Flipkart will facilitate Installation and Demo at time of your convenience from an brand authorized service engineer,The Installation & Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately,Preventive maintenance action to be taken,Flipkart will communicate the day and time slot of the scheduled Installation & Demo through a SMS and the same information will also be available in your order details page,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 9 Years on Motor from Bosch,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty, This also Covers All Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts, Any Accessories External to the Product, The Product is not Used According to the Instructions Given in the Instructions Manual, Defects Caused by Improper Use as Determined by the Company Personnel, Modification or Alteration of Any Nature Made in the Electrical Circuitry / or Physical Construction of the Set, Site (Where the Premises is Kept) Conditions that do not Confirm to the Recommended Operating Conditions of the Machine, The Serial Number is Removed, Altered or Obliterated from the Machine, Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchasers Residence,Warranty Service Type,Technician Visit,Body Features,Tub Material,Steel,Convenience Features,Digital Display,Yes,Dimensions,Width,58 cm,Height,96.8 cm,Depth,59.6 cm,Weight,42 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,720 rpm  : Higher the spin speed, lower the drying time,10 kg : Great for Large families",17,,"Bosch 10 kg Fully Automatic Top Load Silver,  (WOA106X0IN)","31,999",3.9,"Body Features,Tub Material,Steel",Bosch
,"Convenience Features,Digital Display,Yes","Dimensions,Width,59.8 cm,Height,84.8 cm,Depth,55 cm,Weight,73 kg",,"General,In The Box,1 Washing Machine,1 Inlet pipe,1 Drain Hose,1 water filter, 1 User manual,Brand,Bosch,Model Name,WAB16061IN,Function Type,Fully Automatic Front Load,Energy Rating,0,Washing Capacity,6 kg,Washing Method,Tumble Wash,Maximum Spin Speed,800 rpm,In-built Heater,No,Color,White,Shade,White,Installation & Demo,Installation & Demo,Explain all the functionality of the product,Usage of the product,The authorized service engineer will be providing detailed demo that includes,Flipkart will facilitate Installation and Demo at time of your convenience from an brand authorized service engineer,The Installation & Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately,Preventive maintenance action to be taken,Flipkart will communicate the day and time slot of the scheduled Installation & Demo through a SMS and the same information will also be available in your order details page,Warranty,Warranty Summary,2 Year Comprehensive Warranty and 10 Years Warranty on Motor from Bosch,Covered in Warranty,Warranty is confined only to the first purchase of the appliance and is non- transferrable,Warranty period starts from the date of purchase of product,Warranty covers only manufacturing defects in material and workmanship that may arise despite normal operation and usage of the appliance as mentioned in the operating manual,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts. Any Accessories External to the Product. The Product is Not Used according to the Instructions Given in the Instructions Manual. Defects Caused By Improper Use as Determined By the Company Personnel. Modification or Alteration of any Nature Made in the Electrical Circuitry/or Physical Construction of the Set. Site (Where the Premises is Kept) Conditions that Do not Confirm to the Recommended Operating Conditions of the Machine. The Serial Number is Removed, Altered or Obliterated from the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence.,Warranty Service Type,Onsite,Body Features,Tub Material,Stainless Steel,Convenience Features,Digital Display,Yes,Dimensions,Width,59.8 cm,Height,84.8 cm,Depth,55 cm,Weight,73 kg","Highlights,Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost,800 rpm  : Higher the spin speed, lower the drying time,6 kg : Great for Single/Couple",22,"ActiveWater,AllergyPlus,Quick Cleaning with Super 15/30 Minutes Programme,Daily Wash Feature,VoltCheck Feature,Drum Clean Feature,Clean in Peace,Functions on Low Water Pressure,PreWash Feature,Reload Function,Large Drum","Bosch 6 kg Fully Automatic Front Load White,  (WAB16061IN)","22,700",4.2,"Body Features,Tub Material,Stainless Steel",Bosch
"Power Features,Other Power Features,Power Consumption in Off Mode: 0.10 W, Power Consumption in Left On Mode: 0.10 W, Frequency: 50 Hz","Body Features,Tub Material,Plastic,Other Body Features,Color/Material Panel: Anthracite, Construction Type: Freestanding, Installation Typology: Freestanding","Convenience Features,Digital Display,Yes,Display Features,Digital Display: LED, Display Language Available: English, Digital Countdown Indicator,Other Convenience Features,Continuous Start Delay Options, Separate Temperature Control Options: Steps, Buzzer, Power Off Memory, Skip Spin, Pushbutton Temperature Selection, One Touch Start Programme, Soft Closing Washer Lid, Hot and Cold Water Intake, Balance Control, Programme End Indication: LED-display","Additional Features,Noise Level Wash,65 dB,Noise Level Spin,75 dB,Other Features,Multiple Water Protection System, Keylock Programme, Electronic After-sales Service, Automatic Tub Stop on Lid, VarioInverter Motor, Control Buttons: Power, Start/Reload, Temperature Selection, Program Selection, Rinse, Function, Delay Start, Water Level, Dual Dispenser: Liquid or Powder Detergent","General,In The Box,Drain Hose,User Manual,Water Inlet Pipe,1 Washing Machine Unit,Brand,Bosch,Model Name,WOA852R0IN,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,8.5 kg,Washing Method,Punch + 3 Pulsator Wash,Maximum Spin Speed,680 rpm,In-built Heater,No,Color,Gold,Water Level Selector,Yes,Water Level Settings,8,Shade,Red Silver,Technology Used,Powerwave Wash System,Installation & Demo,Installation & Demo,Explain all the functionality of the product,Usage of the product,The authorized service engineer will be providing detailed demo that includes,Flipkart will facilitate Installation and Demo at time of your convenience from an brand authorized service engineer,The Installation & Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately,Preventive maintenance action to be taken,Flipkart will communicate the day and time slot of the scheduled Installation & Demo through a SMS and the same information will also be available in your order details page,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 10 Years Warranty on Motor from Bosch,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts. Any Accessories External to the Product. The Product is Not Used according to the Instructions Given in the Instructions Manual. Defects Caused By Improper Use as Determined By the Company Personnel. Modification or Alteration of any Nature Made in the Electrical Circuitry/or Physical Construction of the Set. Site (Where the Premises is Kept) Conditions that Do not Confirm to the Recommended Operating Conditions of the Machine. The Serial Number is Removed, Altered or Obliterated from the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence.,Warranty Service Type,Technician Visit,Wash Modes,Wash Program Types,8 - Cold Wash, Cottons Programme: Cold, Hot 120DegreeF, Warm 90DegreeF, Easy Care Programme, White and Coloured Programme, Easy Care Programme: Cold, Hot 120DegreeF, Warm 60DegreeF,Hot Wash,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin & Rinse,Yes,Other Wash Modes,Wash Optimization: AllergyPlus / Hygiene, Automatic, Drum Clean, Menue, On, Pre-soak programme, Sensitive, Short Programme / Quick, Standard Fabric Washing Program (ATL), Start / Reload, Temperature Selection, Daily Wash, Quick Wash, Bedsheets, Delicates, Dynamic Soak, Jeans, Hygienic Wash, Tub Clean,Body Features,Tub Material,Plastic,Other Body Features,Color/Material Panel: Anthracite, Construction Type: Freestanding, Installation Typology: Freestanding,Convenience Features,Digital Display,Yes,Display Features,Digital Display: LED, Display Language Available: English, Digital Countdown Indicator,Other Convenience Features,Continuous Start Delay Options, Separate Temperature Control Options: Steps, Buzzer, Power Off Memory, Skip Spin, Pushbutton Temperature Selection, One Touch Start Programme, Soft Closing Washer Lid, Hot and Cold Water Intake, Balance Control, Programme End Indication: LED-display,Power Features,Other Power Features,Power Consumption in Off Mode: 0.10 W, Power Consumption in Left On Mode: 0.10 W, Frequency: 50 Hz,Additional Features,Noise Level Wash,65 dB,Noise Level Spin,75 dB,Other Features,Multiple Water Protection System, Keylock Programme, Electronic After-sales Service, Automatic Tub Stop on Lid, VarioInverter Motor, Control Buttons: Power, Start/Reload, Temperature Selection, Program Selection, Rinse, Function, Delay Start, Water Level, Dual Dispenser: Liquid or Powder Detergent,Dimensions,Width,55 cm,Height,96 cm,Depth,56.5 cm,Cord Length,190 cm,Weight,40 kg,Other Dimensions,Drum Volume: 64 L","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,680 rpm  : Higher the spin speed, lower the drying time,Number of wash programs - 8,8.5 kg : Great for Large families",20,"VarioInverter - Machines Have Hearts Too,Hot and Cold Fill - For Different Cleaning Requirements,One-touch Start - Knows What's Right for Your Clothes,Soft Closing Lid - To Keep Injuries Away,Power Off Memory,Dual Dispenser - Solubility? Not a Problem,8 Wash Programmes - So You Clean Better and Waste Less","Bosch 8.5 kg Fully Automatic Top Load Gold,  (WOA852R0IN)","26,499",4.4,"Wash Modes,Wash Program Types,8 - Cold Wash, Cottons Programme: Cold, Hot 120DegreeF, Warm 90DegreeF, Easy Care Programme, White and Coloured Programme, Easy Care Programme: Cold, Hot 120DegreeF, Warm 60DegreeF,Hot Wash,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin & Rinse,Yes,Other Wash Modes,Wash Optimization: AllergyPlus / Hygiene, Automatic, Drum Clean, Menue, On, Pre-soak programme, Sensitive, Short Programme / Quick, Standard Fabric Washing Program (ATL), Start / Reload, Temperature Selection, Daily Wash, Quick Wash, Bedsheets, Delicates, Dynamic Soak, Jeans, Hygienic Wash, Tub Clean",Bosch
,"Convenience Features,Digital Display,Yes","Dimensions,Width,55 cm,Height,72.5 cm,Depth,56.5 cm,Weight,41 kg",,"General,In The Box,User Manual,1 Washing Machine Unit,Brand,Bosch,Model Name,WOE702D0IN,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,7 kg,Washing Method,Pulsator Wash,Maximum Spin Speed,680 rpm,In-built Heater,No,Color,Grey,Shade,Dark Grey,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Manufacturer Warranty from Bosch,Covered in Warranty,Warranty is Confined Only to the First Purchase of the Appliance and is Non- transferrable. Warranty Period Starts from the Date of Purchase of Product. Warranty Covers Only Manufacturing Defects in Material and Workmanship that May Arise Despite Normal Operation and Usage of the Appliance as Mentioned in the Operating Manual,Not Covered in Warranty,Plastic, Glass and/or Rubber Parts, Normal Wear and Tear Parts, Consumables, Non-operational Parts and Related Accessories,Warranty Service Type,Technician Visit,Body Features,Tub Material,Plastic,Convenience Features,Digital Display,Yes,Dimensions,Width,55 cm,Height,72.5 cm,Depth,56.5 cm,Weight,41 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,680 rpm  : Higher the spin speed, lower the drying time,7 kg : Great for a family of 3",3,,"Bosch 7 kg Fully Automatic Top Load Grey,  (WOE702D0IN)","19,650",4,"Body Features,Tub Material,Plastic",Bosch
,"Convenience Features,Digital Display,Yes","Dimensions,Width,60 cm,Height,85 cm,Depth,60 cm,Weight,88 kg",,"General,In The Box,1 Washing Machine, Inlet Pipe, Drain Pipe,Brand,Bosch,Model Name,WAK24169IN,Function Type,Fully Automatic Front Load,Energy Rating,0,Washing Capacity,7 kg,Washing Method,Tumble Wash,Maximum Spin Speed,1200 rpm,In-built Heater,Yes,Color,Silver,Shade,white,Installation & Demo,Installation & Demo,Explain all the functionality of the product,Usage of the product,The authorized service engineer will be providing detailed demo that includes,Flipkart will facilitate Installation and Demo at time of your convenience from an brand authorized service engineer,The Installation & Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately,Preventive maintenance action to be taken,Flipkart will communicate the day and time slot of the scheduled Installation & Demo through a SMS and the same information will also be available in your order details page,Warranty,Warranty Summary,2 year Comprehensive Warranty and 10 years Warranty on motor from Bosch,Covered in Warranty,Warranty is confined only to the first purchase of the appliance and is non- transferrable Warranty period starts from the date of purchase of product Warranty covers only manufacturing defects in material and workmanship that may arise despite normal operation and usage of the appliance as mentioned in the operating manual,Not Covered in Warranty,Warranty does not cover, parts Outer cabinet and plastic, parts Any accessories external to the product Product is not used according to the instructions given in the instructions manual Defects caused by improper use as determined by the company personnel modification or alteration of any nature made in the electrical circuitry/ or physical construction of the set Site (where the premises is kept) conditions that do not confirm to the recommended operating conditions of the machine Serial number is removed, altered or obliterated from the machine Defects due to cause beyond control like lightning, abnormal voltage, acts of god or while in transit to the service center's or purchaser's residence,Warranty Service Type,on site,Body Features,Tub Material,Plastic,Convenience Features,Digital Display,Yes,Dimensions,Width,60 cm,Height,85 cm,Depth,60 cm,Weight,88 kg","Highlights,Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost,1200 rpm  : Higher the spin speed, lower the drying time,7 kg : Great for a family of 3",47,,"Bosch 7 kg Fully Automatic Front Load with In-built Heater Silver,  (WAK24169IN)","30,999",4.6,"Body Features,Tub Material,Plastic",Bosch
,"Convenience Features,Digital Display,Yes","Dimensions,Width,60 cm,Height,85 cm,Depth,60 cm,Weight,72 kg",,"General,In The Box,Drain Pipe,Tap Connector,1 Washing Machine,Brand,Bosch,Model Name,WAK 20167IN,Function Type,Fully Automatic Front Load,Energy Rating,0,Washing Capacity,6.5 kg,Washing Method,Tumble Wash,Maximum Spin Speed,1000 rpm,In-built Heater,Yes,Color,Silver,Shade,Silver,Installation & Demo,Installation & Demo,Explain all the functionality of the product,Flipkart will facilitate Installation & Demo at time of your convenience from an brand authorized service engineer,Usage of the product,The authorized service engineer will be providing detailed demo that includes,The Installation & Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately,Preventive maintenance action to be taken,Flipkart will communicate the day and time slot of the scheduled Installation & Demo through a SMS and the same information will also be available in your order details page,Warranty,Warranty Summary,2 Year Comprehensive Warranty and 10 Years Warranty on Motor from Bosch,Covered in Warranty,Warranty period starts from the date of purchase of product,Warranty is confined only to the first purchase of the appliance and is non- transferrable,Warranty covers only manufacturing defects in material and workmanship that may arise despite normal operation and usage of the appliance as mentioned in the operating manual,Not Covered in Warranty,Any accessories external to the product,Defects caused by improper use as determined by the company personnel,Serial number is removed, altered or obliterated from the machine,Parts: outer cabinet and plastic parts,Site (where the premises is kept) conditions that do not confirm to the recommended operating conditions of the machine,Modification or alteration of any nature made in the electrical circuitry/ or physical construction of the set,Product is not used according to the instructions given in the instructions manual,Defects due to cause beyond control like lightning, abnormal voltage, acts of god or while in transit to the service center's or purchaser's residence.,Warranty Service Type,On Site,Body Features,Tub Material,Stainless Steel,Convenience Features,Digital Display,Yes,Dimensions,Width,60 cm,Height,85 cm,Depth,60 cm,Weight,72 kg","Highlights,Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost,1000 rpm  : Higher the spin speed, lower the drying time,6.5 kg : Great for a family of 3",130,"ActiveWater,Time Delay,Super Quick 15,SpeedPerfect,VarioDrum,AntiVibration Design,Care for Fabrics","Bosch 6.5 kg Fully Automatic Front Load with In-built Heater Silver,  (WAK 20167IN)","31,990",4.3,"Body Features,Tub Material,Stainless Steel",Bosch
"Power Features,Other Power Features,Frequency: 50 Hz","Body Features,Tub Material,Plastic,Other Body Features,Color/Material Panel: Anthracite, Construction Type: Freestanding, Installation Typology: Freestanding","Convenience Features,Digital Display,Yes,Display Features,Digital Display: LED, Display Language Available: English, Digital Countdown Indicator,Other Convenience Features,Continuous Start Delay Options, Separate Temperature Control Options: Steps, Buzzer, Power Off Memory, Skip Spin, Pushbutton Temperature Selection, One Touch Start Programme, Soft Closing Washer Lid, Hot and Cold Water Intake, Balance Control, Programme End Indication: LED-display","Additional Features,Noise Level Wash,65 dB,Noise Level Spin,75 dB,Child Lock,Yes,Other Features,Multiple Water Protection System, Electronic After-sales Service, Automatic Tub Stop on Lid, VarioInverter Motor, Control Buttons: Power, Start/Reload, Temperature Selection, Program Selection, Rinse, Function, Delay Start, Water Level, Dual Dispenser: Liquid or Powder Detergent","General,In The Box,Drain Hose,User Manual,Water Inlet Pipe,1 Washing Machine Unit,Brand,Bosch,Model Name,WOA702S0IN,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,7 kg,Washing Method,Punch + 3 Pulsator Wash,Maximum Spin Speed,680 rpm,In-built Heater,No,Color,Silver,Water Level Selector,Yes,Water Level Settings,8,Shade,Silver,Technology Used,Powerwave Wash System,Installation & Demo,Installation & Demo,Explain all the functionality of the product,Usage of the product,The authorized service engineer will be providing detailed demo that includes,Flipkart will facilitate Installation and Demo at time of your convenience from an brand authorized service engineer,The Installation & Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately,Preventive maintenance action to be taken,Flipkart will communicate the day and time slot of the scheduled Installation & Demo through a SMS and the same information will also be available in your order details page,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 10 Years Warranty on Motor from Bosch,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts. Any Accessories External to the Product. The Product is Not Used according to the Instructions Given in the Instructions Manual. Defects Caused By Improper Use as Determined By the Company Personnel. Modification or Alteration of any Nature Made in the Electrical Circuitry/or Physical Construction of the Set. Site (Where the Premises is Kept) Conditions that Do not Confirm to the Recommended Operating Conditions of the Machine. The Serial Number is Removed, Altered or Obliterated from the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence.,Warranty Service Type,Technician Visit,Wash Modes,Wash Program Types,8 - Easy Care Programme, Program Wolle, White and Coloured Programme, Easy Care Programme: Cold, Cottons Programme: Cold,Hot Wash,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin & Rinse,Yes,Other Wash Modes,Wash Optimization: AllergyPlus / Hygiene, Drum Clean, Start / Reload, Menue, On, Pre-soak Programme, Sensitive, Short Programme / Quick, Standard Fabric Washing Program (ATL), Temperature Selection, Daily Wash, Quick Wash, Bedsheets, Delicates, Dynamic Soak, Jeans, Hygienic Wash, Tub Clean,Body Features,Tub Material,Plastic,Other Body Features,Color/Material Panel: Anthracite, Construction Type: Freestanding, Installation Typology: Freestanding,Convenience Features,Digital Display,Yes,Display Features,Digital Display: LED, Display Language Available: English, Digital Countdown Indicator,Other Convenience Features,Continuous Start Delay Options, Separate Temperature Control Options: Steps, Buzzer, Power Off Memory, Skip Spin, Pushbutton Temperature Selection, One Touch Start Programme, Soft Closing Washer Lid, Hot and Cold Water Intake, Balance Control, Programme End Indication: LED-display,Power Features,Other Power Features,Frequency: 50 Hz,Additional Features,Noise Level Wash,65 dB,Noise Level Spin,75 dB,Child Lock,Yes,Other Features,Multiple Water Protection System, Electronic After-sales Service, Automatic Tub Stop on Lid, VarioInverter Motor, Control Buttons: Power, Start/Reload, Temperature Selection, Program Selection, Rinse, Function, Delay Start, Water Level, Dual Dispenser: Liquid or Powder Detergent,Dimensions,Width,55 cm,Height,92 cm,Depth,56.5 cm,Cord Length,190 cm,Weight,39.5 kg,Other Dimensions,Drum Volume: 56 L","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,680 rpm  : Higher the spin speed, lower the drying time,Number of wash programs - 8,7 kg : Great for a family of 3",72,"PowerWave Wash System,Hassle-free,Hot/Cold Fill,Varioinverter Motor,Get-set-go","Bosch 7 kg Fully Automatic Top Load Silver,  (WOA702S0IN)","20,990",4.5,"Wash Modes,Wash Program Types,8 - Easy Care Programme, Program Wolle, White and Coloured Programme, Easy Care Programme: Cold, Cottons Programme: Cold,Hot Wash,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin & Rinse,Yes,Other Wash Modes,Wash Optimization: AllergyPlus / Hygiene, Drum Clean, Start / Reload, Menue, On, Pre-soak Programme, Sensitive, Short Programme / Quick, Standard Fabric Washing Program (ATL), Temperature Selection, Daily Wash, Quick Wash, Bedsheets, Delicates, Dynamic Soak, Jeans, Hygienic Wash, Tub Clean",Bosch
"Additional Features,Noise Level Wash,65 dB,Noise Level Spin,75 dB,Child Lock,Yes,Shock Proof,Yes,Door Lock,No,Auto Power Off,Yes","Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Other Body Features,Soft Close Door, Level Indicator","Convenience Features,Digital Display,Yes,Display Features,LED Display,Preset Timer,Yes,Lint Filter,Yes,Memory Backup,Yes,Other Convenience Features,Vario Inverter Motor, Speed Perfect","Dimensions,Width,580 mm,Height,900 mm,Depth,600 mm,Cord Length,190 cm,Weight,42 kg","General,In The Box,Drain Hose,Inlet Pipe,User manual,Snap Connector,1 Washing Machine,Bottom Plate,Brand,Bosch,Model Name,WOA106X0IN,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,10 kg,Washing Method,Impeller Wash,Maximum Spin Speed,680 rpm,In-built Heater,No,Color,Grey,Dryer Type,Spin Dry,Water Level Selector,Yes,Water Level Settings,8,Shade,Inox,Technology Used,Vario Inverter Motor, PowerWave Pro Wash System,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 10 Years warrantyon Motor from Bosch,Covered in Warranty,Warranty Covers Only Manufacturing Defects in Material and Workmanship that May Arise Despite Normal Operation and Usage of the Appliance as Mentioned in the Operating Manual,Warranty Period Starts From the Date of Purchase of Product,Warranty is Confined Only to the First Purchase of the Appliance and is Non-transferrable,Not Covered in Warranty,Plastic, Glass and Rubber Parts, Normal Wear and Tear Parts, Consumables, Non-operational Parts and Related Accessories,Warranty Service Type,On Site,Wash Modes,Wash Program Types,8,Fuzzy Logic,Yes,Hot Wash,Yes,Pre-wash Soak,Yes,Quick Wash,No,Spin Only,Yes,Spin & Rinse,Yes,Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Other Body Features,Soft Close Door, Level Indicator,Convenience Features,Digital Display,Yes,Display Features,LED Display,Preset Timer,Yes,Lint Filter,Yes,Memory Backup,Yes,Other Convenience Features,Vario Inverter Motor, Speed Perfect,Additional Features,Noise Level Wash,65 dB,Noise Level Spin,75 dB,Child Lock,Yes,Shock Proof,Yes,Door Lock,No,Auto Power Off,Yes,Dimensions,Width,580 mm,Height,900 mm,Depth,600 mm,Cord Length,190 cm,Weight,42 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,680 rpm  : Higher the spin speed, lower the drying time,Number of wash programs - 8,10 kg",17,"Soft-closing Lid,Toughened Glass,Power Off Memory,Superior Aesthetics,Child Lock,Magic Filter,One-touch Start,Dual Dispenser,Low Water Pressure","Bosch 10 kg Fully Automatic Top Load Grey,  (WOA106X0IN)","32,999",3.9,"Wash Modes,Wash Program Types,8,Fuzzy Logic,Yes,Hot Wash,Yes,Pre-wash Soak,Yes,Quick Wash,No,Spin Only,Yes,Spin & Rinse,Yes",Bosch
