Rating,Date,Title,Review
5,09-Jun-20,Super cooling,"Awesome .product..no voice..super chilling, my hall is around 250 sqft , and it is  cooling my hall with in 5 mints..This is no. 1 Ac In the market, with all latest features."
,,,
,,,
